categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/PrintCommandListener.java,63,63,,,<init>(Ljava/io/PrintStream;Z)V,NO_FIELD,unfixed,Public Class,org.apache.commons.net.PrintCommandListener,main\java\org\apache\commons\net\PrintCommandListener.java,1.0,1.0,1.0,1.0,13.0,0.0,7.0,6.0,2.0,2.0,2.0,0.0,-1,0.0,0.0,-1,-1,-1,11.0,4.0,11.0,11.0,0.0,1.0,0.0,10.0,-1,176.0,10.0,87.0,21.0,44.0,82.0,-1,-1,-1,38.0,57.0,21.0,36.0,-1,-1,-1,-1,-1,5.0,5.0,6.0,3.0,-1,1.0,3.0,-1,77.0,11.0,0.94,18.0,18.0,19.0,13.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/PrintCommandListener.java,77,77,,,<init>(Ljava/io/PrintStream;ZC)V,NO_FIELD,unfixed,Public Class,org.apache.commons.net.PrintCommandListener,main\java\org\apache\commons\net\PrintCommandListener.java,1.0,1.0,1.0,1.0,13.0,0.0,7.0,6.0,2.0,2.0,2.0,0.0,-1,0.0,0.0,-1,-1,-1,11.0,4.0,11.0,11.0,0.0,1.0,0.0,10.0,-1,176.0,10.0,87.0,21.0,44.0,82.0,-1,-1,-1,38.0,57.0,21.0,36.0,-1,-1,-1,-1,-1,5.0,5.0,6.0,3.0,-1,1.0,3.0,-1,77.0,11.0,0.94,18.0,18.0,19.0,13.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/bsd/RCommandClient.java,138,138,,,_createErrorStream()Ljava/io/InputStream;,NO_FIELD,unfixed,Method,org.apache.commons.net.bsd.RCommandClient._createErrorStream(),main\java\org\apache\commons\net\bsd\RCommandClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,44.0,7.0,37.0,4.0,22.0,2.0,16.0,12.0,1.0,19.0,24.0,4.0,20.0,5.0,5.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,2.0,2.0,-1,-1,0.05,5.0,5.0,6.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/bsd/RExecClient.java,92,92,,,_createErrorStream()Ljava/io/InputStream;,NO_FIELD,unfixed,Method,org.apache.commons.net.bsd.RCommandClient._createErrorStream(),main\java\org\apache\commons\net\bsd\RCommandClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,44.0,7.0,37.0,4.0,22.0,2.0,16.0,12.0,1.0,19.0,24.0,4.0,20.0,5.0,5.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,2.0,2.0,-1,-1,0.05,5.0,5.0,6.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/bsd/RExecClient.java,213,213,,,rexec(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Z)V,NO_FIELD,unfixed,Public Method,"org.apache.commons.net.bsd.RExecClient.rexec(String,String,String)",main\java\org\apache\commons\net\bsd\RExecClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.5,1.0,1.0,1.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/daytime/DaytimeTCPClient.java,77,77,,,getTime()Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.daytime.DaytimeTCPClient.getTime(),main\java\org\apache\commons\net\daytime\DaytimeTCPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,31.0,3.0,15.0,4.0,8.0,13.0,4.0,3.0,0.0,8.0,11.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,2.0,2.0,-1,-1,0.87,3.0,3.0,3.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/daytime/DaytimeUDPClient.java,73,73,,,getTime(Ljava/net/InetAddress;I)Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.daytime.DaytimeTCPClient.getTime(),main\java\org\apache\commons\net\daytime\DaytimeTCPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,31.0,3.0,15.0,4.0,8.0,13.0,4.0,3.0,0.0,8.0,11.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,2.0,2.0,-1,-1,0.87,3.0,3.0,3.0,3.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/finger/FingerClient.java,169,169,,,getInputStream(ZLjava/lang/String;Ljava/lang/String;)Ljava/io/InputStream;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.bsd.RExecClient.getInputStream(),main\java\org\apache\commons\net\bsd\RExecClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,12.0,0.0,4.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.0,1.0,1.0,1.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/finger/FingerClient.java,91,91,,,query(ZLjava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.finger.FingerClient.query(boolean),main\java\org\apache\commons\net\finger\FingerClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,14.0,0.0,4.0,1.0,1.0,10.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.5,1.0,1.0,1.0,1.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPClient.java,2143,2143,,,doCommandAsStrings(Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;,NO_FIELD,unfixed,Public Method,"org.apache.commons.net.ftp.FTPClient.doCommandAsStrings(String,String)",main\java\org\apache\commons\net\ftp\FTPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,25.0,0.0,9.0,2.0,5.0,16.0,4.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.78,2.0,2.0,2.0,1.0
DODGY_CODE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPClient.java,2865,2865,,,initiateListParsing(Ljava/lang/String;)Lorg/apache/commons/net/ftp/FTPListParseEngine;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPClient.initiateListParsing(),main\java\org\apache\commons\net\ftp\FTPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,38.0,0.0,5.0,2.0,1.0,33.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,6.6,1.0,1.0,1.0,1.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPClient.java,1971,1971,,,featureValues(Ljava/lang/String;)[Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPClient.featureValues(String),main\java\org\apache\commons\net\ftp\FTPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,20.0,0.0,10.0,2.0,6.0,10.0,6.0,3.0,0.0,4.0,7.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,1.0,3.0,3.0,3.0,3.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPClient.java,2529,2529,,,listNames(Ljava/lang/String;)[Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPClient.listNames(),main\java\org\apache\commons\net\ftp\FTPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,25.0,0.0,4.0,1.0,1.0,21.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,5.25,1.0,1.0,1.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPHTTPClient.java,113,113,,,tunnelHandshake(Ljava/lang/String;ILjava/io/InputStream;Ljava/io/OutputStream;)V,NO_FIELD,unfixed,Private Method,"org.apache.commons.net.ftp.FTPHTTPClient.tunnelHandshake(String,int,InputStream,OutputStream)",main\java\org\apache\commons\net\ftp\FTPHTTPClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.0,47.0,7.0,40.0,12.0,31.0,0.0,14.0,25.0,1.0,23.0,31.0,11.0,20.0,7.0,7.0,10.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.0,7.0,7.0,10.0,1.0
MALICIOUS_CODE,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPHTTPClient.java,57,57,,,<init>(Ljava/lang/String;ILjava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,Public Class,org.apache.commons.net.ftp.FTPHTTPClient,main\java\org\apache\commons\net\ftp\FTPHTTPClient.java,2.0,2.0,3.0,1.0,17.0,2.0,15.0,0.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,5.0,8.0,5.0,238.0,0.0,1.0,1.0,3.0,-1,114.0,18.0,90.0,33.0,57.0,6.0,-1,-1,-1,52.0,67.0,28.0,39.0,-1,-1,-1,-1,-1,7.0,7.0,10.0,1.0,-1,4.0,3.0,-1,62.0,30.0,0.07,13.0,13.0,16.0,5.0
BAD_PRACTICE,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,2,16,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPHTTPClient.java,50,61,,,<init>(Ljava/lang/String;ILjava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,Public Class,org.apache.commons.net.ftp.FTPHTTPClient,main\java\org\apache\commons\net\ftp\FTPHTTPClient.java,2.0,2.0,3.0,1.0,17.0,2.0,15.0,0.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,5.0,8.0,5.0,238.0,0.0,1.0,1.0,3.0,-1,114.0,18.0,90.0,33.0,57.0,6.0,-1,-1,-1,52.0,67.0,28.0,39.0,-1,-1,-1,-1,-1,7.0,7.0,10.0,1.0,-1,4.0,3.0,-1,62.0,30.0,0.07,13.0,13.0,16.0,5.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPListParseEngine.java,125,125,,,readStream(Ljava/io/InputStream;Ljava/lang/String;)V,NO_FIELD,unfixed,Private Method,"org.apache.commons.net.ftp.FTPListParseEngine.readStream(InputStream,String)",main\java\org\apache\commons\net\ftp\FTPListParseEngine.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,35.0,2.0,19.0,3.0,9.0,14.0,3.0,4.0,1.0,7.0,10.0,3.0,7.0,3.0,3.0,3.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.74,3.0,3.0,3.0,1.0
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,3,20,commons-net,243381396da3a7fe5adbbec8d3f756433f449cfb,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,-1,-1,,,NO_METHOD,KEYSTORE_ALGORITHM,unfixed,Public Class,org.apache.commons.net.ftp.FTPSClient,main\java\org\apache\commons\net\ftp\FTPSClient.java,1.0,1.0,1.0,1.0,13.0,0.0,6.0,7.0,1.0,6.0,6.0,0.0,-1,0.0,17.0,-1,-1,-1,43.0,13.0,43.0,276.0,0.0,4.0,4.0,35.0,-1,739.0,65.0,325.0,98.0,179.0,353.0,-1,-1,-1,146.0,227.0,89.0,138.0,-1,-1,-1,-1,-1,5.0,5.0,6.0,3.0,-1,4.0,2.0,-1,95.0,90.0,1.09,80.0,80.0,82.0,45.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,414,414,,,getEnabledProtocols()[Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.getEnabledProtocols(),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,0.0,5.0,1.0,3.0,6.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.2,2.0,2.0,2.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,636,636,,,execADAT([B)I,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.execADAT(byte[]),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,0.0,11.0,1.0,4.0,8.0,4.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.73,2.0,2.0,2.0,1.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,392,392,,,getEnabledCipherSuites()[Ljava/lang/String;,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.getEnabledCipherSuites(),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,11.0,0.0,5.0,1.0,3.0,6.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.2,2.0,2.0,2.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,722,722,,,execENC([B)I,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.execENC(byte[]),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,0.0,11.0,1.0,4.0,9.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.82,2.0,2.0,2.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,702,702,,,execCONF([B)I,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.execCONF(byte[]),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,0.0,11.0,1.0,4.0,9.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.82,2.0,2.0,2.0,1.0
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,738,738,,,parseADATReply(Ljava/lang/String;)[B,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.parseADATReply(String),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,13.0,0.0,7.0,1.0,3.0,6.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.86,2.0,2.0,2.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,682,682,,,execMIC([B)I,NO_FIELD,unfixed,Public Method,org.apache.commons.net.ftp.FTPSClient.execMIC(byte[]),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,0.0,11.0,1.0,4.0,9.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.82,2.0,2.0,2.0,1.0
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/FTPSClient.java,248,248,,,sslNegotiation()V,NO_FIELD,unfixed,Protected Method,org.apache.commons.net.ftp.FTPSClient.sslNegotiation(),main\java\org\apache\commons\net\ftp\FTPSClient.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,32.0,3.0,23.0,6.0,19.0,6.0,20.0,8.0,1.0,16.0,20.0,5.0,15.0,4.0,4.0,4.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.26,4.0,4.0,4.0,1.0
DODGY_CODE,DB_DUPLICATE_SWITCH_CLAUSES,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/parser/MLSxEntryParser.java,182,183,,,doUnixPerms(Lorg/apache/commons/net/ftp/FTPFile;Ljava/lang/String;)V,NO_FIELD,unfixed,Private Method,"org.apache.commons.net.ftp.parser.MLSxEntryParser.doUnixPerms(FTPFile,String)",main\java\org\apache\commons\net\ftp\parser\MLSxEntryParser.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.0,39.0,0.0,36.0,1.0,32.0,15.0,2.0,12.0,1.0,19.0,23.0,2.0,21.0,12.0,3.0,12.0,1.0,55.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.42,12.0,3.0,12.0,1.0
DODGY_CODE,DB_DUPLICATE_SWITCH_CLAUSES,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/parser/MLSxEntryParser.java,191,192,,,doUnixPerms(Lorg/apache/commons/net/ftp/FTPFile;Ljava/lang/String;)V,NO_FIELD,unfixed,Private Method,"org.apache.commons.net.ftp.parser.MLSxEntryParser.doUnixPerms(FTPFile,String)",main\java\org\apache\commons\net\ftp\parser\MLSxEntryParser.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.0,39.0,0.0,36.0,1.0,32.0,15.0,2.0,12.0,1.0,19.0,23.0,2.0,21.0,12.0,3.0,12.0,1.0,55.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.42,12.0,3.0,12.0,1.0
CORRECTNESS,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,3,11,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/parser/MVSFTPEntryParser.java,374,374,,,parseUnixList(Lorg/apache/commons/net/ftp/FTPFile;Ljava/lang/String;)Z,NO_FIELD,unfixed,Private Method,"org.apache.commons.net.ftp.parser.MVSFTPEntryParser.parseUnixList(FTPFile,String)",main\java\org\apache\commons\net\ftp\parser\MVSFTPEntryParser.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,13.0,0.0,6.0,1.0,4.0,7.0,2.0,2.0,0.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.17,2.0,2.0,2.0,1.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,commons-net,87ae91b48a06288678f98c4986af5114c223aae0,ed369e4c4cf837cfda18e9d0560091241a2c4109,src/main/java/org/apache/commons/net/ftp/parser/MVSFTPEntryParser.java,374,374,,,parseUnixList(Lorg/apache/commons/net/ftp/FTPFile;Ljava/lang/String;)Z,unixFTPEntryParser,unfixed,Private Method,"org.apache.commons.net.ftp.parser.MVSFTPEntryParser.parseUnixList(FTPFile,String)",main\java\org\apache\commons\net\ftp\parser\MVSFTPEntryParser.java,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,13.0,0.0,6.0,1.0,4.0,7.0,2.0,2.0,0.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,1.17,2.0,2.0,2.0,1.0
