,fixed max,fixed min,fixed average,fixed median,fixed-cnt,unfixed max,unfixed min,unfixed average,unfixed median,unfixed-cnt
11,2.0,2.0,2.0,2.0,1.0,31.0
14,25.0,2.0,8.0,2.5,4.0,42.0
15,5.0,5.0,5.0,5.0,1.0,28.0
16,771.0,1.0,60.285714285714285,6.0,14.0,287.0
17,25.0,2.0,10.333333333333334,4.0,3.0,13.0
18,618.0,0.0,28.076923076923077,3.0,24.0,528.0
19,10.0,0.0,3.25,1.5,3.0,127.0
20,10.0,0.0,1.5625,1.0,11.0,419.0
7,0.0,0.0,0.0,0.0,0.0,nan
8,19.0,0.0,7.6,0.0,2.0,120.0
9,25.0,2.0,13.5,13.5,2.0,3.0
