,fixed max,fixed min,fixed average,fixed median,fixed-cnt,unfixed max,unfixed min,unfixed average,unfixed median,unfixed-cnt
10,1.0,1.0,1.0,1.0,1.0,2.0
14,nan,nan,nan,nan,nan,7.0
15,2384.0,125.0,1254.5,1254.5,2.0,22.0
16,817.0,68.0,412.8333333333333,398.0,6.0,85.0
17,720.0,2.0,182.25,3.5,4.0,nan
18,1827.0,1.0,412.2962962962963,4.0,27.0,149.0
19,2965.0,0.0,1365.0,539.0,12.0,126.0
20,2965.0,0.0,578.7666666666667,4.0,28.0,247.0
6,329.0,329.0,329.0,329.0,1.0,16.0
9,5.0,5.0,5.0,5.0,1.0,2.0
