categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,313,313,,,NO_METHOD,project,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.AbstractDependencyMojo,1.0,1.0,1.0,1.0,13.0,0.0,8.0,3.0,1.0,1.0,1.0,3.0,-1,0.0,0.0,-1,-1,-1,21.0,12.0,21.0,21.0,0.0,2.0,4.0,15.0,-1,398.0,49.0,192.0,43.0,75.0,157.0,-1,-1,-1,68.0,102.0,39.0,63.0,-1,-1,-1,-1,-1,7.0,7.0,8.0,1.0,-1,2.0,3.0,-1,92.0,88.0,0.82,35.0,35.0,37.0,21.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,286,286,,,silenceUnarchiver(Lorg/codehaus/plexus/archiver/UnArchiver;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.silenceUnarchiver,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,19.0,2.0,12.0,2.0,5.0,5.0,5.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.42,2.0,2.0,2.0,1.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,49e5bc8230e6ba4eb705512701fb4148322cf65b,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractFromDependenciesMojo.java,98,98,,,execute()V,outputDirectory,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,82,82,,,NO_METHOD,outputFile,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.AbstractResolveMojo,1.0,1.0,1.0,1.0,19.0,1.0,10.0,7.0,1.0,0.0,0.0,4.0,-1,0.0,0.0,-1,-1,-1,2.0,3.0,2.0,32.0,0.0,0.0,2.0,0.0,-1,86.0,8.0,28.0,16.0,10.0,50.0,-1,-1,-1,12.0,15.0,11.0,4.0,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.0,-1,4.0,1.0,-1,83.0,83.0,1.79,3.0,3.0,3.0,2.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,20,maven-dependency-plugin,49e5bc8230e6ba4eb705512701fb4148322cf65b,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,97,97,,,NO_METHOD,appendOutput,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.AbstractResolveMojo,1.0,1.0,1.0,1.0,19.0,1.0,10.0,7.0,1.0,0.0,0.0,4.0,-1,0.0,0.0,-1,-1,-1,2.0,3.0,2.0,32.0,0.0,0.0,2.0,0.0,-1,86.0,8.0,28.0,15.0,9.0,50.0,-1,-1,-1,9.0,14.0,10.0,4.0,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.0,-1,4.0,1.0,-1,83.0,83.0,1.79,3.0,3.0,3.0,2.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,115,115,,,NO_METHOD,mavenProjectBuilder,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.AbstractResolveMojo,1.0,1.0,1.0,1.0,19.0,1.0,10.0,7.0,1.0,0.0,0.0,4.0,-1,0.0,0.0,-1,-1,-1,2.0,3.0,2.0,32.0,0.0,0.0,2.0,0.0,-1,86.0,8.0,28.0,16.0,10.0,50.0,-1,-1,-1,12.0,15.0,11.0,4.0,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.0,-1,4.0,1.0,-1,83.0,83.0,1.79,3.0,3.0,3.0,2.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,115,115,,,resolveArtifactDependencies(Lorg/apache/maven/artifact/Artifact;)Ljava/util/Set;,mavenProjectBuilder,unfixed,Protected Method,org.apache.maven.plugin.dependency.AbstractResolveMojo.resolveArtifactDependencies,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,24.0,2.0,9.0,6.0,4.0,13.0,8.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,1.44,1.0,1.0,1.0,1.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java,120,120,,,checkDependencyManagement()Z,project,unfixed,Private Method,org.apache.maven.plugin.dependency.AnalyzeDepMgt.checkDependencyManagement,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,84.0,12.0,60.0,18.0,40.0,12.0,25.0,66.0,2.0,29.0,37.0,17.0,20.0,8.0,8.0,9.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.2,8.0,8.0,9.0,1.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java,70,70,,,execute()V,project,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java,70,70,,,NO_METHOD,project,unfixed,Public Class,org.apache.maven.plugin.dependency.AnalyzeDuplicateMojo,7.0,7.0,8.0,1.0,47.0,4.0,42.0,0.0,1.0,0.0,0.0,0.0,-1,0.0,0.0,-1,-1,-1,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,-1,117.0,11.0,89.0,15.0,45.0,17.0,-1,-1,-1,31.0,46.0,16.0,30.0,-1,-1,-1,-1,-1,13.0,13.0,14.0,1.0,-1,2.0,4.0,-1,50.0,50.0,0.19,15.0,15.0,16.0,2.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,ea0eadc1ffb267142384e59e1e1f52cb47d1f83b,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,358,358,,,readClasspathFile()Ljava/lang/String;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.readClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,39.0,3.0,29.0,5.0,14.0,7.0,6.0,6.0,1.0,9.0,14.0,4.0,10.0,4.0,4.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.24,4.0,4.0,4.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,167,167,,,NO_METHOD,cpFile,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,14.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,525.0,67.0,291.0,64.0,121.0,167.0,-1,-1,-1,93.0,145.0,58.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,51.0,51.0,57.0,30.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,248,248,,,attachFile(Ljava/lang/String;)V,project,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.attachFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,8.0,1.0,7.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
BAD_PRACTICE,ES_COMPARING_PARAMETER_STRING_WITH_EQ,3,19,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,293,293,,,isUpdToDate(Ljava/lang/String;)Z,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.isUpdToDate,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,21.0,1.0,13.0,2.0,6.0,7.0,5.0,2.0,0.0,4.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.54,2.0,2.0,4.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,ea0eadc1ffb267142384e59e1e1f52cb47d1f83b,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,318,318,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,29.0,1.0,21.0,3.0,11.0,7.0,7.0,2.0,0.0,7.0,9.0,2.0,7.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.33,2.0,2.0,2.0,1.0
CORRECTNESS,NP_NULL_PARAM_DEREF,2,8,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,190,190,,,execute()V,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,178,178,,,NO_METHOD,attach,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,14.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,525.0,67.0,291.0,64.0,121.0,167.0,-1,-1,-1,93.0,145.0,58.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,51.0,51.0,57.0,30.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,219,219,,,NO_METHOD,outputFilterFile,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,14.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,525.0,67.0,291.0,64.0,121.0,167.0,-1,-1,-1,93.0,145.0,58.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,51.0,51.0,57.0,30.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,313,313,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,41.0,6.0,28.0,3.0,14.0,7.0,7.0,3.0,0.0,7.0,10.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.25,3.0,3.0,3.0,1.0
BAD_PRACTICE,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,3,20,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,55,532,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,14.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,525.0,67.0,291.0,64.0,121.0,167.0,-1,-1,-1,93.0,145.0,58.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,51.0,51.0,57.0,30.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,251,251,,,attachFile(Ljava/lang/String;)V,projectHelper,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.attachFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,8.0,1.0,7.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,251,251,,,NO_METHOD,projectHelper,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,1.0,1.0,2.0,1.0,14.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,56.0,0.0,2.0,4.0,20.0,-1,525.0,67.0,291.0,64.0,121.0,167.0,-1,-1,-1,93.0,145.0,58.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,51.0,51.0,57.0,30.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,99,99,,,execute()V,repositoryLayouts,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,96,96,,,NO_METHOD,repositoryFactory,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,210.0,19.0,138.0,34.0,66.0,55.0,-1,-1,-1,45.0,65.0,29.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,131,131,,,NO_METHOD,installer,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,210.0,19.0,138.0,34.0,66.0,55.0,-1,-1,-1,45.0,65.0,29.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,136,136,,,installArtifact(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installArtifact,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,30.0,1.0,29.0,2.0,14.0,0.0,11.0,5.0,1.0,8.0,13.0,2.0,11.0,5.0,5.0,6.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,4.0,0.0,-1,-1,0.0,5.0,5.0,6.0,1.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,163,163,,,installBaseSnapshot(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installBaseSnapshot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,10.0,0.0,10.0,4.0,4.0,0.0,11.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,3.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,98,98,,,NO_METHOD,repositoryLayouts,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,53.0,0.0,2.0,3.0,2.0,-1,210.0,19.0,138.0,34.0,66.0,55.0,-1,-1,-1,45.0,65.0,29.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,96,96,,,execute()V,repositoryFactory,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/PropertiesMojo.java,65,65,,,NO_METHOD,project,unfixed,Public Class,org.apache.maven.plugin.dependency.PropertiesMojo,1.0,1.0,1.0,1.0,10.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,-1,0.0,0.0,-1,-1,-1,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,-1,48.0,5.0,20.0,8.0,6.0,23.0,-1,-1,-1,7.0,10.0,7.0,3.0,-1,-1,-1,-1,-1,2.0,2.0,2.0,1.0,-1,2.0,1.0,-1,0.0,0.0,1.15,3.0,3.0,3.0,2.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,32015a352370fb873a4e7ec241470551a756493b,src/main/java/org/apache/maven/plugin/dependency/PropertiesMojo.java,65,65,,,execute()V,project,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
