categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolveDependenciesMojo.java,153,153,,,getOutput(ZZZ)Ljava/lang/String;,results,unfixed,Protected Method,org.apache.maven.plugins.dependency.analyze.AnalyzeReportMojo.getOutputDirectory,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,6.0,1.0,5.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolveDependenciesMojo.java,359,363,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugins.dependency.resolvers.ResolveDependenciesMojo,5.0,5.0,6.0,1.0,42.0,3.0,35.0,3.0,1.0,5.0,5.0,3.0,-1,0.0,0.0,-1,-1,-1,6.0,4.0,6.0,44.0,0.0,2.0,2.0,2.0,-1,311.0,34.0,229.0,48.0,115.0,48.0,-1,-1,-1,79.0,114.0,42.0,72.0,-1,-1,-1,-1,-1,12.0,12.0,13.0,1.0,-1,5.0,6.0,-1,75.0,75.0,0.21,33.0,33.0,38.0,6.0
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,175,175,,,resolvePluginArtifacts()Ljava/util/Set;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugins.dependency.resolvers.GoOfflineMojo.resolvePluginArtifacts,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,27.0,5.0,16.0,7.0,10.0,6.0,9.0,2.0,0.0,9.0,12.0,7.0,5.0,2.0,2.0,2.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.38,2.0,2.0,2.0,1.0
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,73,73,,,doExecute()V,NO_FIELD,unfixed,Protected Abstract Method,org.apache.maven.plugins.dependency.AbstractDependencyMojo.doExecute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,6.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,2.0,0.0,0.0,0.0,0.0
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,390,390,,,buildTree(Lorg/apache/maven/shared/dependency/graph/DependencyNode;Lorg/eclipse/aether/graph/DependencyNode;)Lorg/apache/maven/shared/dependency/graph/DependencyNode;,NO_FIELD,unfixed,Private Method,org.apache.maven.plugins.dependency.tree.TreeMojo.buildTree,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,24.0,5.0,19.0,4.0,12.0,0.0,12.0,4.0,1.0,6.0,11.0,5.0,6.0,3.0,3.0,3.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,3.0,3.0,3.0,1.0
DODGY_CODE,RV_RETURN_VALUE_IGNORED_INFERRED,2,17,maven-dependency-plugin,d3141e44772eecfcf781a95480eda989173ad222,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/tree/VerboseDependencyGraphBuilder.java,174,174,,,applyDependencyManagementDfs(Ljava/util/Map;Lorg/eclipse/aether/graph/DependencyNode;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugins.dependency.tree.VerboseDependencyGraphBuilder.applyDependencyManagementDfs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,37.0,2.0,33.0,8.0,19.0,2.0,17.0,18.0,1.0,13.0,21.0,8.0,13.0,6.0,6.0,6.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.06,6.0,6.0,6.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/utils/DependencyUtil.java,248,248,,,write(Ljava/lang/String;Ljava/io/File;ZLjava/lang/String;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugins.dependency.analyze.AbstractAnalyzeMojo.writeDependencyXML,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,43.0,5.0,37.0,3.0,26.0,1.0,16.0,6.0,1.0,22.0,28.0,4.0,24.0,5.0,5.0,5.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.03,5.0,5.0,5.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,122,122,,,setMarker()V,NO_FIELD,unfixed,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.DefaultFileMarkerHandler.DefaultFileMarkerHandler,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,7.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,114,114,,,setMarker()V,NO_FIELD,unfixed,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.DefaultFileMarkerHandler.DefaultFileMarkerHandler,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.0,7.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/utils/markers/SourcesFileMarkerHandler.java,153,153,,,setMarker()V,NO_FIELD,unfixed,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.SourcesFileMarkerHandler.SourcesFileMarkerHandler,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,7.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,19,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57461b908cff8e8b1cb5d969a84b922f36b2b4fa,src/main/java/org/apache/maven/plugins/dependency/utils/markers/SourcesFileMarkerHandler.java,144,144,,,setMarker()V,NO_FIELD,unfixed,Public Constructor,org.apache.maven.plugins.dependency.utils.markers.SourcesFileMarkerHandler.SourcesFileMarkerHandler,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,7.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
DODGY_CODE,REC_CATCH_EXCEPTION,3,20,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,339,339,,,silenceUnarchiver(Lorg/codehaus/plexus/archiver/UnArchiver;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.silenceUnarchiver,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,16.0,2.0,12.0,2.0,5.0,2.0,5.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.17,2.0,2.0,2.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,260,260,,,unpack(Lorg/apache/maven/artifact/Artifact;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.unpack,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.0,85.0,13.0,58.0,6.0,32.0,14.0,20.0,42.0,2.0,21.0,29.0,4.0,25.0,9.0,9.0,10.0,1.0,4.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.24,9.0,9.0,10.0,1.0
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,339,339,,,silenceUnarchiver(Lorg/codehaus/plexus/archiver/UnArchiver;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.silenceUnarchiver,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,16.0,2.0,12.0,2.0,5.0,2.0,5.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.17,2.0,2.0,2.0,1.0
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,287,292,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo,4.0,4.0,4.0,1.0,31.0,3.0,25.0,3.0,1.0,3.0,3.0,0.0,-1,0.0,4.0,-1,-1,-1,12.0,18.0,12.0,12.0,0.0,9.0,0.0,3.0,-1,630.0,80.0,405.0,98.0,172.0,145.0,-1,-1,-1,129.0,202.0,75.0,127.0,-1,-1,-1,-1,-1,9.0,9.0,10.0,4.0,-1,2.0,3.0,-1,87.0,80.0,0.36,56.0,56.0,58.0,20.0
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,275,280,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo,4.0,4.0,4.0,1.0,31.0,3.0,25.0,3.0,1.0,3.0,3.0,0.0,-1,0.0,4.0,-1,-1,-1,12.0,18.0,12.0,12.0,0.0,9.0,0.0,3.0,-1,630.0,80.0,405.0,98.0,172.0,145.0,-1,-1,-1,129.0,202.0,75.0,127.0,-1,-1,-1,-1,-1,9.0,9.0,10.0,4.0,-1,2.0,3.0,-1,87.0,80.0,0.36,56.0,56.0,58.0,20.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/analyze/AbstractAnalyzeMojo.java,200,200,,,createProjectDependencyAnalyzer()Lorg/apache/maven/shared/dependency/analyzer/ProjectDependencyAnalyzer;,context,unfixed,Protected Method,org.apache.maven.plugin.dependency.analyze.AbstractAnalyzeMojo.createProjectDependencyAnalyzer,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,20.0,3.0,17.0,5.0,9.0,0.0,3.0,2.0,0.0,5.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,2.0,1.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/analyze/AnalyzeDepMgt.java,132,132,,,checkDependencyManagement()Z,project,unfixed,Private Method,org.apache.maven.plugin.dependency.analyze.AnalyzeDepMgt.checkDependencyManagement,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,76.0,10.0,53.0,12.0,32.0,13.0,23.0,66.0,2.0,22.0,33.0,13.0,20.0,8.0,8.0,9.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.25,8.0,8.0,9.0,1.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,163,163,,,getProcessedArtifactItems(Lorg/apache/maven/plugin/dependency/fromConfiguration/ProcessArtifactItemsRequest;)Ljava/util/List;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo.getProcessedArtifactItems,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,62.0,9.0,41.0,6.0,23.0,12.0,24.0,34.0,2.0,12.0,20.0,4.0,16.0,7.0,7.0,8.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.29,7.0,7.0,8.0,1.0
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/CopyMojo.java,82,82,,,NO_METHOD,useJvmChmod,unfixed,Public Class,org.apache.maven.plugin.dependency.fromConfiguration.CopyMojo,1.0,1.0,1.0,1.0,10.0,0.0,6.0,4.0,1.0,4.0,4.0,0.0,-1,0.0,0.0,-1,-1,-1,8.0,7.0,8.0,58.0,0.0,0.0,3.0,5.0,-1,150.0,17.0,70.0,32.0,23.0,64.0,-1,-1,-1,20.0,32.0,20.0,12.0,-1,-1,-1,-1,-1,3.0,3.0,3.0,1.0,-1,4.0,2.0,-1,82.0,82.0,0.91,10.0,10.0,10.0,8.0
CORRECTNESS,MF_CLASS_MASKS_FIELD,2,8,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/CopyMojo.java,-1,-1,,,NO_METHOD,useJvmChmod,unfixed,Public Class,org.apache.maven.plugin.dependency.fromConfiguration.CopyMojo,1.0,1.0,1.0,1.0,10.0,0.0,6.0,4.0,1.0,4.0,4.0,0.0,-1,0.0,0.0,-1,-1,-1,8.0,7.0,8.0,58.0,0.0,0.0,3.0,5.0,-1,150.0,17.0,70.0,32.0,23.0,64.0,-1,-1,-1,20.0,32.0,20.0,12.0,-1,-1,-1,-1,-1,3.0,3.0,3.0,1.0,-1,4.0,2.0,-1,82.0,82.0,0.91,10.0,10.0,10.0,8.0
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/AbstractFromDependenciesMojo.java,139,139,,,doExecute()V,outputDirectory,unfixed,Protected Abstract Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.doExecute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,358,358,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,29.0,1.0,21.0,3.0,11.0,7.0,7.0,2.0,0.0,7.0,9.0,2.0,7.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.33,2.0,2.0,2.0,1.0
CORRECTNESS,MF_CLASS_MASKS_FIELD,3,11,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,-1,-1,,,NO_METHOD,ignorePermissions,unfixed,Public Class,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo,1.0,1.0,1.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,28.0,18.0,28.0,67.0,0.0,2.0,5.0,21.0,-1,538.0,67.0,300.0,85.0,118.0,171.0,-1,-1,-1,98.0,150.0,63.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,4.0,-1,4.0,2.0,-1,92.0,91.0,0.57,52.0,52.0,55.0,31.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,353,353,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,29.0,1.0,21.0,3.0,11.0,7.0,7.0,2.0,0.0,7.0,9.0,2.0,7.0,2.0,2.0,2.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.33,2.0,2.0,2.0,1.0
CORRECTNESS,NP_NULL_PARAM_DEREF,2,8,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,221,221,,,doExecute()V,NO_FIELD,unfixed,Protected Abstract Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.doExecute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0
BAD_PRACTICE,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,3,20,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,57,588,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo,1.0,1.0,1.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,28.0,18.0,28.0,67.0,0.0,2.0,5.0,21.0,-1,538.0,67.0,300.0,85.0,118.0,171.0,-1,-1,-1,98.0,150.0,63.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,4.0,-1,4.0,2.0,-1,92.0,91.0,0.57,52.0,52.0,55.0,31.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,398,398,,,readClasspathFile()Ljava/lang/String;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo.readClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,39.0,3.0,29.0,5.0,14.0,7.0,6.0,6.0,1.0,9.0,14.0,4.0,10.0,4.0,4.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.24,4.0,4.0,4.0,1.0
DODGY_CODE,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,2,18,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java,174,174,,,NO_METHOD,useJvmChmod,unfixed,Public Class,org.apache.maven.plugin.dependency.fromDependencies.BuildClasspathMojo,1.0,1.0,1.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,28.0,18.0,28.0,67.0,0.0,2.0,5.0,21.0,-1,538.0,67.0,300.0,85.0,118.0,171.0,-1,-1,-1,98.0,150.0,63.0,87.0,-1,-1,-1,-1,-1,14.0,14.0,17.0,4.0,-1,4.0,2.0,-1,92.0,91.0,0.57,52.0,52.0,55.0,31.0
CORRECTNESS,MF_CLASS_MASKS_FIELD,3,11,maven-dependency-plugin,2eff92458090e5f3c2a92e944d2faa2e0945bca0,21fadc7cda8454df92eeede2a4ac8ffdc466ae16,src/main/java/org/apache/maven/plugin/dependency/fromDependencies/CopyDependenciesMojo.java,-1,-1,,,NO_METHOD,ignorePermissions,unfixed,Public Class,org.apache.maven.plugin.dependency.fromDependencies.CopyDependenciesMojo,2.0,2.0,2.0,1.0,20.0,0.0,14.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,11.0,8.0,11.0,64.0,0.0,2.0,5.0,4.0,-1,299.0,29.0,176.0,54.0,73.0,96.0,-1,-1,-1,45.0,76.0,36.0,40.0,-1,-1,-1,-1,-1,7.0,7.0,8.0,1.0,-1,5.0,4.0,-1,89.0,85.0,0.55,26.0,26.0,30.0,11.0
