file,unknown,fixed,disappear,unfixed
src/main/java/org/apache/commons/bcel6/classfile/InnerClasses.java,,,,2
src/main/java/org/apache/commons/bcel6/classfile/JavaClass.java,,,,24
src/main/java/org/apache/commons/bcel6/classfile/LineNumberTable.java,,,,8
src/main/java/org/apache/commons/bcel6/classfile/LocalVariableTable.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/LocalVariableTypeTable.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/Method.java,,,,2
src/main/java/org/apache/commons/bcel6/classfile/MethodParameters.java,,,,4
src/main/java/org/apache/commons/bcel6/classfile/ParameterAnnotationEntry.java,,,,2
src/main/java/org/apache/commons/bcel6/classfile/ParameterAnnotations.java,,,,8
src/main/java/org/apache/commons/bcel6/classfile/Signature.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/StackMap.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/StackMapEntry.java,,,,4
src/main/java/org/apache/commons/bcel6/classfile/Synthetic.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/Unknown.java,,,,6
src/main/java/org/apache/commons/bcel6/classfile/Utility.java,,,,4
src/main/java/org/apache/commons/bcel6/generic/AnnotationEntryGen.java,,,,4
src/main/java/org/apache/commons/bcel6/generic/ArrayType.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/BranchHandle.java,,,,4
src/main/java/org/apache/commons/bcel6/generic/ConstantPoolGen.java,,2,,18
src/main/java/org/apache/commons/bcel6/generic/DCONST.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/ElementValueGen.java,,,,10
src/main/java/org/apache/commons/bcel6/generic/FCONST.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/FieldGen.java,,,,4
src/main/java/org/apache/commons/bcel6/generic/FieldGenOrMethodGen.java,1,,,
src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java,,2,,2
src/main/java/org/apache/commons/bcel6/generic/InstructionConstants.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/InstructionFactory.java,,,,6
src/main/java/org/apache/commons/bcel6/generic/InstructionHandle.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/InstructionList.java,,,,5
src/main/java/org/apache/commons/bcel6/generic/LDC.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/LDC2_W.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/MethodGen.java,,,,6
src/main/java/org/apache/commons/bcel6/generic/SWITCH.java,,,,2
src/main/java/org/apache/commons/bcel6/generic/Select.java,,,,6
src/main/java/org/apache/commons/bcel6/generic/TargetLostException.java,,,,4
src/main/java/org/apache/commons/bcel6/util/AttributeHTML.java,,,,2
src/main/java/org/apache/commons/bcel6/util/BCELFactory.java,,,,10
src/main/java/org/apache/commons/bcel6/util/BCELifier.java,,,,4
src/main/java/org/apache/commons/bcel6/util/Class2HTML.java,,,,8
src/main/java/org/apache/commons/bcel6/util/ClassLoader.java,,,,6
src/main/java/org/apache/commons/bcel6/util/ClassPath.java,,,,2
src/main/java/org/apache/commons/bcel6/util/ClassVector.java,,,,2
src/main/java/org/apache/commons/bcel6/util/CodeHTML.java,,,,6
src/main/java/org/apache/commons/bcel6/util/ConstantHTML.java,,,,2
src/main/java/org/apache/commons/bcel6/util/MethodHTML.java,,,,2
src/main/java/org/apache/commons/bcel6/util/SyntheticRepository.java,,,,1
src/main/java/org/apache/commons/bcel6/verifier/GraphicalVerifier.java,,,,4
src/main/java/org/apache/commons/bcel6/verifier/TransitiveHull.java,,,,2
src/main/java/org/apache/commons/bcel6/verifier/VerifierAppFrame.java,,1,,2
src/main/java/org/apache/commons/bcel6/verifier/VerifyDialog.java,,,,2
src/main/java/org/apache/commons/bcel6/verifier/statics/Pass2Verifier.java,,,,6
src/main/java/org/apache/commons/bcel6/verifier/structurals/ExecutionVisitor.java,,1,,
src/main/java/org/apache/commons/bcel6/verifier/structurals/Frame.java,,,,2
src/main/java/org/apache/commons/bcel6/verifier/structurals/InstConstraintVisitor.java,,,,4
src/main/java/org/apache/commons/bcel6/verifier/structurals/LocalVariables.java,,,,2
src/main/java/org/apache/commons/bcel6/verifier/structurals/OperandStack.java,,1,,2
src/main/java/org/apache/commons/bcel6/verifier/structurals/Pass3bVerifier.java,,1,,
