B,DE_MIGHT_IGNORE,3,19,commons-pool,f337409059e168a2fdecb8e4531a2f1358e32a10,057eed65a559d0b4408ca2fb9a823510ad3fedf4,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,1721,1721,b5bf4b1d8c08c74992a961b388e5542b75397d91,src/test/java/org/apache/commons/pool2/impl/TestGenericKeyedObjectPool.java,testMakeObjectException()V,NO_FIELD,fixed
B,DE_MIGHT_IGNORE,3,19,commons-pool,f5f7c7985da6aca648b330f071bff9220cc6c6b7,efbed848bdd699d69b05eb66b9c632f996166796,src/java/org/apache/commons/pool2/PoolUtils.java,927,927,722dfc67da6e621e17579841bd5eb7beb48f69cb,src/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,fixed
B,DE_MIGHT_IGNORE,3,19,commons-pool,52c204075f41c7fe3a56da4018e277b23f3119dd,257bb4bb10e85205fd0d5b694e1b4dd0fea7bc07,src/java/org/apache/commons/pool2/PoolUtils.java,1077,1077,fae140e9adb072a8d04447dfb2ede845d4ee760b,src/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;)V,NO_FIELD,fixed
M,IS2_INCONSISTENT_SYNC,3,20,commons-pool,a19fdf3adc2cc90eed11f9d14578e99eca8fc13a,58136246b29d73073da55af49a999699db8d6410,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,301,301,3419b0dee3f784d4a58ea787445df8e7586eb481,src/java/org/apache/commons/pool/impl/StackKeyedObjectPool.java,NO_METHOD,_totIdle,fixed
D,ICAST_IDIV_CAST_TO_DOUBLE,2,17,commons-pool,ca839f3c8d85ba74f7e741d77de5dc1253bcd910,7f173c51d3b52acc4f7c6b2b9ffdbb6817f43a9b,src/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,1735,1735,487c238520f910e9094d868734f8ded635cacae7,src/java/org/apache/commons/pool2/impl/GenericKeyedObjectPool.java,getMeanFromStatsCache(Ljava/util/LinkedList;)J,NO_FIELD,fixed
B,DE_MIGHT_IGNORE,3,19,commons-pool,3f91164a5d265804b07364097ecacba02970c260,5c156f7f4f489d2021be965dab8dcf179ee70f49,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,727,727,bd59e645c60167633797fa9f4e5bb77d62b64e54,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,testMaxTotalUnderLoad()V,NO_FIELD,fixed
D,DLS_DEAD_LOCAL_STORE,3,20,commons-pool,3f91164a5d265804b07364097ecacba02970c260,5c156f7f4f489d2021be965dab8dcf179ee70f49,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,2603,2603,bd59e645c60167633797fa9f4e5bb77d62b64e54,src/test/java/org/apache/commons/pool2/impl/TestGenericObjectPool.java,testFailingFactoryDoesNotBlockThreads()V,NO_FIELD,fixed
M,UG_SYNC_SET_UNSYNC_GET,2,14,commons-pool,bea3f6dbd05126b0b0f96e1a6b2d122a1a19f50e,1d9841352d62965b217bd051203f4da0cb6916d9,src/java/org/apache/commons/pool/impl/SoftReferenceObjectPool.java,347,347,565b811cfb42e90af9c1435d0437aedc3946b30c,src/java/org/apache/commons/pool/impl/SoftReferenceObjectPool.java,getFactory()Lorg/apache/commons/pool/PoolableObjectFactory;,NO_FIELD,fixed
B,DE_MIGHT_IGNORE,3,19,commons-pool,52c204075f41c7fe3a56da4018e277b23f3119dd,257bb4bb10e85205fd0d5b694e1b4dd0fea7bc07,src/java/org/apache/commons/pool2/PoolUtils.java,1217,1217,fae140e9adb072a8d04447dfb2ede845d4ee760b,src/java/org/apache/commons/pool2/PoolUtils.java,invalidateObject(Ljava/lang/Object;Ljava/lang/Object;)V,NO_FIELD,fixed
B,DE_MIGHT_IGNORE,3,19,commons-pool,aaa1f86d0fced3054d9f4d40cb65e1a6f2be678e,6d9eadeb731a8fb7fb5034226234d79ece33c836,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,1694,1694,2314139866be7446f94de4129cb4703572d5ac15,src/java/org/apache/commons/pool2/impl/GenericObjectPool.java,addObject()V,NO_FIELD,fixed
