category,average,median,density
BAD_PRACTICE,78.5,78.5,0.05
CORRECTNESS,50.42857142857143,2.0,0.4117647058823529
DODGY_CODE,115.75925925925925,2.0,0.0728744939271255
I18N,110.06666666666666,27.0,0.25210084033613445
MALICIOUS_CODE,193.1818181818182,121.0,0.24444444444444444
PERFORMANCE,125.75,13.5,0.26666666666666666
