categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life_time,mark-vtype,mark-category
DODGY_CODE,EQ_UNUSUAL,2,17,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java,472,472,,,equals(Ljava/lang/Object;)Z,NO_FIELD,unfixed,552,UNKNOWN,FP
Multithreaded correctness,IS2_INCONSISTENT_SYNC,2,17,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/bidimap/UnmodifiableBidiMap.java,131,131,,,NO_METHOD,inverse,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/collection/IndexedCollection.java,-1,-1,,,NO_METHOD,keyTransformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/collection/PredicatedCollection.java,-1,-1,,,NO_METHOD,predicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/collection/TransformedCollection.java,-1,-1,,,NO_METHOD,transformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/comparators/TransformingComparator.java,-1,-1,,,NO_METHOD,transformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/AndPredicate.java,-1,-1,,,NO_METHOD,iPredicate1,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/ChainedClosure.java,-1,-1,,,NO_METHOD,iClosures,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/ChainedTransformer.java,-1,-1,,,NO_METHOD,iTransformers,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/ClosureTransformer.java,-1,-1,,,NO_METHOD,iClosure,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/FactoryTransformer.java,-1,-1,,,NO_METHOD,iFactory,unfixed,552,UNKNOWN,UNKNOWN
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/FunctorUtils.java,170,170,,,copy([Lorg/apache/commons/collections4/Transformer;)[Lorg/apache/commons/collections4/Transformer;,NO_FIELD,unfixed,552,UNKNOWN,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/FunctorUtils.java,124,124,,,copy([Lorg/apache/commons/collections4/Closure;)[Lorg/apache/commons/collections4/Closure;,NO_FIELD,unfixed,552,UNKNOWN,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/FunctorUtils.java,51,51,,,copy([Lorg/apache/commons/collections4/Predicate;)[Lorg/apache/commons/collections4/Predicate;,NO_FIELD,unfixed,552,UNKNOWN,FP
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/IfClosure.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/IfTransformer.java,-1,-1,,,NO_METHOD,iFalseTransformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/NotPredicate.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/NullIsExceptionPredicate.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/NullIsFalsePredicate.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/NullIsTruePredicate.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/OrPredicate.java,-1,-1,,,NO_METHOD,iPredicate2,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/PredicateTransformer.java,-1,-1,,,NO_METHOD,iPredicate,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/SwitchClosure.java,-1,-1,,,NO_METHOD,iDefault,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/SwitchTransformer.java,-1,-1,,,NO_METHOD,iPredicates,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/TransformedPredicate.java,-1,-1,,,NO_METHOD,iTransformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/TransformerClosure.java,-1,-1,,,NO_METHOD,iTransformer,unfixed,552,UNKNOWN,UNKNOWN
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/functors/TransformerPredicate.java,-1,-1,,,NO_METHOD,iTransformer,unfixed,552,UNKNOWN,UNKNOWN
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/iterators/ObjectArrayIterator.java,150,150,,,getArray()[Ljava/lang/Object;,array,unfixed,552,UNKNOWN,UNKNOWN
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/iterators/ObjectArrayIterator.java,97,97,,,<init>([Ljava/lang/Object;II)V,array,unfixed,552,UNKNOWN,UNKNOWN
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/keyvalue/MultiKey.java,165,165,,,<init>([Ljava/lang/Object;Z)V,keys,unfixed,552,UNKNOWN,UNKNOWN
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/list/AbstractListDecorator.java,65,65,,,decorated()Ljava/util/List;,NO_FIELD,unfixed,552,UNKNOWN,FP
BAD_PRACTICE,SE_BAD_FIELD,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/list/LazyList.java,-1,-1,,,NO_METHOD,factory,unfixed,552,UNKNOWN,UNKNOWN
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/list/PredicatedList.java,94,94,,,decorated()Ljava/util/List;,NO_FIELD,unfixed,552,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/list/TransformedList.java,114,114,,,getList()Ljava/util/List;,NO_FIELD,unfixed,552,UNKNOWN,FP
DODGY_CODE,UC_USELESS_CONDITION,1,14,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/list/TreeList.java,626,626,,,removeSelf()Lorg/apache/commons/collections4/list/TreeList$AVLNode;,NO_FIELD,unfixed,552,FP,FP
BAD_PRACTICE,SE_INNER_CLASS,3,19,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/map/AbstractInputCheckedMapDecorator.java,117,161,,,NO_METHOD,NO_FIELD,unfixed,552,UNKNOWN,UNKNOWN
DODGY_CODE,EQ_DOESNT_OVERRIDE_EQUALS,2,17,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/map/AbstractLinkedMap.java,1,1,,,equals(Ljava/lang/Object;)Z,NO_FIELD,unfixed,552,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-collections,64aa0558791501126ecd1bce65924874c5297f8a,a2609356e0873d316c190ecc14f795118cbbf200,src/main/java/org/apache/commons/collections4/map/AbstractLinkedMap.java,303,303,,,removeEntry(Lorg/apache/commons/collections4/map/AbstractHashedMap$HashEntry;ILorg/apache/commons/collections4/map/AbstractHashedMap$HashEntry;)V,NO_FIELD,unfixed,552,UNKNOWN,FP
