categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,life_time,mark-vtype
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,40748aeb6d63668a46dfc51d5e3173152f5748b8,5682ca91b6e911f93e14ad2d9e621d4163b1c733,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java,98,98,7ecc777c4ff703c35ee2c6110c63e992c25e9f4e,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java,NO_METHOD,groupId,fixed,17,TP
EXPERIMENTAL,OBL_UNSATISFIED_OBLIGATION,2,20,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,6401e35e890d495aadaeacd934ae381e900d6e4b,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java,67,67,d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java,execute()V,NO_FIELD,fixed,45,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,be1de2d7315ff6ab0e068260e1ad28fbf6b444e4,71a4ff3c90a5b7727457b954616b6ebb4ab78098,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,62,62,bf456c48e21244a9c85407c13ffc042bddd02460,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,NO_METHOD,factory,fixed,6,TP
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,a1437d399a5f6c37a09864be1427000637fe2b89,src/main/java/org/apache/maven/plugins/dependency/PurgeLocalRepositoryMojo.java,299,310,30f058f420f51fa782f2acc30cd7212d82905663,src/main/java/org/apache/maven/plugins/dependency/PurgeLocalRepositoryMojo.java,NO_METHOD,NO_FIELD,fixed,121,TP
DODGY_CODE,RV_RETURN_VALUE_IGNORED_INFERRED,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,075d2a526c6a4d5b5b24927d424d4b3675a4270e,src/main/java/org/apache/maven/plugins/dependency/tree/VerboseDependencyGraphBuilder.java,170,170,0bb33f222cbbe15d797a3a0c3f4017ac77d68315,src/main/java/org/apache/maven/plugins/dependency/tree/VerboseDependencyGraphBuilder.java,applyDependencyManagementDfs(Ljava/util/Map;Lorg/eclipse/aether/graph/DependencyNode;)V,NO_FIELD,fixed,77,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,ea3da708150a3a30f6abb9b28ef0577e4514fabb,6790d3b5720e0fea98bf629c240ac755996f642c,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,154,154,fe66f40da1dbfaea3dd5fe41749e4ad7980f45f7,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,resolvePluginArtifacts()Ljava/util/Set;,resolver,fixed,0,TP
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,585532f85aac53d5625e91f0923b2bb0877c07b1,fe042daf06f3c73d1377afa601361072288bdf78,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,84,84,4302b02febfd41586e75bd0a38b3a5bdc9b5c7c9,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,NO_METHOD,mavenProjectBuilder,fixed,6,TP
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,maven-dependency-plugin,22887ed6f2aa04c2ccb79dd5c4a17cf6dc12d983,a0770c6286241339684f403bcbc440a97218caf8,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,59,59,f085036d36192cb882388f545f115e353b98d88c,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,translate(Ljava/util/Set;Lorg/apache/maven/plugin/logging/Log;)Ljava/util/Set;,NO_FIELD,fixed,111,TP
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,278,278,ea0eadc1ffb267142384e59e1e1f52cb47d1f83b,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,fillMissingArtifactVersion(Lorg/apache/maven/plugin/dependency/fromConfiguration/ArtifactItem;)V,project,fixed,45,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,b8a91d2798058cadeaee1da50b4b2e5e9680aae7,7196ab8588b0c4b79f64c4aeace875b989ade676,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,94,94,bd29761d239ec6be183fdf50ae668a4fdc17c3e0,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,unpackFile(Lorg/apache/maven/artifact/Artifact;Ljava/io/File;Ljava/io/File;Lorg/codehaus/plexus/archiver/manager/ArchiverManager;Lorg/apache/maven/plugin/logging/Log;Z)V,NO_FIELD,fixed,8,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,ea3da708150a3a30f6abb9b28ef0577e4514fabb,6790d3b5720e0fea98bf629c240ac755996f642c,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,242,242,fe66f40da1dbfaea3dd5fe41749e4ad7980f45f7,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,getArtifact(Lorg/apache/maven/plugin/dependency/fromConfiguration/ArtifactItem;)Lorg/apache/maven/artifact/Artifact;,resolver,fixed,0,TP
DODGY_CODE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,13,maven-dependency-plugin,4aa7aff1085fea3dff674228aa129c1a7cd35f48,c7c18aaeb1509f84fbe02daba1c2f1be780390cd,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,445,445,d4601bdb62f2efeffdcdbc59eeb4322d8571b16a,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,findDeleteTarget(Lorg/apache/maven/artifact/Artifact;)Ljava/io/File;,NO_FIELD,fixed,79,TP
CORRECTNESS,NP_NULL_ON_SOME_PATH,2,8,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,decd737d9b20d07b74cb6f45b4288ab2a88271cd,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,485,485,00e48787a8cd1b2d92d0d1f6034695d0f8bb61e5,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,containsVersion(Lorg/apache/maven/artifact/versioning/VersionRange;Lorg/apache/maven/artifact/versioning/ArtifactVersion;)Z,NO_FIELD,fixed,1113,TP
PERFORMANCE,SS_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,7d679c9f4ebc2d191997752d7e30b0e1df7957da,3ed0f503f4935191e6e6eeb2be498c96a05222f2,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/CopyMojo.java,61,61,6d895a4e846d9cdd4afa11a7f570c8013e8e4bb3,src/main/java/org/apache/maven/plugins/dependency/fromConfiguration/CopyMojo.java,NO_METHOD,prependGroupId,fixed,25,TP
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,20,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,c5751705d9e618971b63f0c0bcd6af84e79e6048,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,102,102,49e5bc8230e6ba4eb705512701fb4148322cf65b,src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java,NO_METHOD,appendOutput,fixed,32,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,ea3da708150a3a30f6abb9b28ef0577e4514fabb,6790d3b5720e0fea98bf629c240ac755996f642c,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,214,214,fe66f40da1dbfaea3dd5fe41749e4ad7980f45f7,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,getArtifact(Lorg/apache/maven/plugin/dependency/fromConfiguration/ArtifactItem;)Lorg/apache/maven/artifact/Artifact;,factory,fixed,0,TP
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,18,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,c5751705d9e618971b63f0c0bcd6af84e79e6048,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java,173,173,49e5bc8230e6ba4eb705512701fb4148322cf65b,src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java,checkDependencyManagement()Z,NO_FIELD,fixed,32,TP
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,2dc1c7a9f037f338cd13b082fe2027c9bd729727,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,390,390,3ed0f503f4935191e6e6eeb2be498c96a05222f2,src/main/java/org/apache/maven/plugins/dependency/tree/TreeMojo.java,buildTree(Lorg/apache/maven/shared/dependency/graph/DependencyNode;Lorg/eclipse/aether/graph/DependencyNode;)Lorg/apache/maven/shared/dependency/graph/DependencyNode;,NO_FIELD,fixed,396,TP
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,05ad8b8f2fc9c06fe76794ce03a428c395371564,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,380,380,7309af7666c18553f5720facac3ec5a95ef18988,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,readClasspathFile()Ljava/lang/String;,NO_FIELD,fixed,1146,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,68d45d1612661520d95e4bc3222bbb55e2d6b471,f8c288e37e765e44ff2fa17bb3c56ffb67a7485d,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java,98,98,e55213c046e3eb31057c5e4c2272ee23cee2f793,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java,NO_METHOD,groupId,fixed,17,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,4aa7aff1085fea3dff674228aa129c1a7cd35f48,30e6197284363df69fc6b3b2657b1af10d39284b,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,376,376,83653892db83851c8090a2c49c41f9a6b2e8d055,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,NO_METHOD,includes,fixed,51,TP
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,0c7a2a849df52033a8bc1d751b24ce21bbdc07bf,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,175,175,d2a61a7057a4f1eef5de1c9cbc4b5d13a5f5c0ef,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,resolvePluginArtifacts()Ljava/util/Set;,NO_FIELD,fixed,276,TP
I18N,DM_CONVERT_CASE,3,20,maven-dependency-plugin,dd7cb79d008243297f7b6d60904c078c286118b9,2a879f4dc7d9f6215199f08771a1aea9bd2dbbf8,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,128,128,c431032a5a47944bfb6b1d89f63625826d7f5899,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,unpack(Ljava/io/File;Ljava/io/File;Lorg/codehaus/plexus/archiver/manager/ArchiverManager;Lorg/apache/maven/plugin/logging/Log;)V,NO_FIELD,fixed,28,TP
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,3,17,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,c5751705d9e618971b63f0c0bcd6af84e79e6048,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,178,178,49e5bc8230e6ba4eb705512701fb4148322cf65b,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,resolvePluginArtifacts()Ljava/util/Set;,project,fixed,32,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,02c2d5748f4ce34e9a8fa40611f15c5a7bbac98b,7196ab8588b0c4b79f64c4aeace875b989ade676,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,135,135,bd29761d239ec6be183fdf50ae668a4fdc17c3e0,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,unpack(Ljava/io/File;Ljava/io/File;Lorg/codehaus/plexus/archiver/manager/ArchiverManager;Lorg/apache/maven/plugin/logging/Log;)V,NO_FIELD,fixed,3,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,a59a97456dffe24c8a4b04c2a63f05736b8b504c,a59a97456dffe24c8a4b04c2a63f05736b8b504c,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,104,104,5bd8584406fd6de005302e7240825ee63d23efd6,src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java,setMarker()V,NO_FIELD,fixed,0,TP
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,a4065e8006d85cef392025826ae49b3b18272cbf,src/main/java/org/apache/maven/plugins/dependency/utils/DependencyStatusSets.java,316,320,94d53f6c66a01f4bed09f95dc9fb6c3cc2fa7fa7,src/main/java/org/apache/maven/plugins/dependency/utils/DependencyStatusSets.java,NO_METHOD,NO_FIELD,fixed,85,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,f92f1368b3d4979c05d3290081085a824a96e4f4,fe042daf06f3c73d1377afa601361072288bdf78,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,135,135,4302b02febfd41586e75bd0a38b3a5bdc9b5c7c9,src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java,unpack(Ljava/io/File;Ljava/io/File;Lorg/codehaus/plexus/archiver/manager/ArchiverManager;Lorg/apache/maven/plugin/logging/Log;)V,NO_FIELD,fixed,3,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,ea3da708150a3a30f6abb9b28ef0577e4514fabb,6790d3b5720e0fea98bf629c240ac755996f642c,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,71,71,fe66f40da1dbfaea3dd5fe41749e4ad7980f45f7,src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java,resolveDependencyArtifacts(Lorg/apache/maven/project/MavenProject;)Ljava/util/Set;,resolver,fixed,0,TP
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,23ce0867411688b382c6638a26c6817f6553a4fe,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,184,184,22843765f7eed523b9872c560d0aec6cead498ce,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,resolvePluginArtifacts()Ljava/util/Set;,NO_FIELD,fixed,1025,TP
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,1,16,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,c5751705d9e618971b63f0c0bcd6af84e79e6048,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,419,419,49e5bc8230e6ba4eb705512701fb4148322cf65b,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,compare(Ljava/lang/Object;Ljava/lang/Object;)I,NO_FIELD,fixed,32,TP
CORRECTNESS,NP_UNWRITTEN_FIELD,3,11,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,351,351,ea0eadc1ffb267142384e59e1e1f52cb47d1f83b,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,getLocal()Lorg/apache/maven/artifact/repository/ArtifactRepository;,artifactRepositoryManager,fixed,45,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,b8a91d2798058cadeaee1da50b4b2e5e9680aae7,7196ab8588b0c4b79f64c4aeace875b989ade676,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,73,73,bd29761d239ec6be183fdf50ae668a4fdc17c3e0,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,NO_METHOD,remotePluginRepositories,fixed,8,TP
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,2,18,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,57bda759ebc88b02a1bb5956e40cd64c06da7988,src/main/java/org/apache/maven/plugins/dependency/ListClassesMojo.java,220,220,ca75de71acece195ba1a15113a230e3ff9eb39fc,src/main/java/org/apache/maven/plugins/dependency/ListClassesMojo.java,makeBuildingRequest()Lorg/apache/maven/project/ProjectBuildingRequest;,artifact,fixed,352,TP
DODGY_CODE,UC_USELESS_OBJECT,2,17,maven-dependency-plugin,7158823c1fe3908f9d078189e9fa385af2402fd4,7756c31b2a50ab746ead31914ce9273ff990f679,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,187,187,dd8928914ee4c6b08010a0f20063b4604207f8e6,src/main/java/org/apache/maven/plugins/dependency/resolvers/ResolvePluginsMojo.java,resolvePluginArtifacts()Ljava/util/Set;,NO_FIELD,fixed,946,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,b4572351fe5b25906e961febd4aa1fc48966cda3,fe042daf06f3c73d1377afa601361072288bdf78,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,73,73,4302b02febfd41586e75bd0a38b3a5bdc9b5c7c9,src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java,NO_METHOD,remotePluginRepositories,fixed,8,TP
PERFORMANCE,SS_SHOULD_BE_STATIC,2,18,maven-dependency-plugin,7d679c9f4ebc2d191997752d7e30b0e1df7957da,3ed0f503f4935191e6e6eeb2be498c96a05222f2,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,160,160,6d895a4e846d9cdd4afa11a7f570c8013e8e4bb3,src/main/java/org/apache/maven/plugins/dependency/fromDependencies/BuildClasspathMojo.java,NO_METHOD,useBaseVersion,fixed,25,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,a8591c1e45daaf42cb1f68c6fe9e145446e13f9c,28aef7489af2f7c2452ae03426fe05427d9144e7,src/main/java/org/apache/maven/plugin/dependency/AnalyzeMojo.java,100,100,071552e5325e08f8bf876e632276120a1e1476b4,src/main/java/org/apache/maven/plugin/dependency/AnalyzeMojo.java,NO_METHOD,project,fixed,5,TP
DODGY_CODE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,20,maven-dependency-plugin,af98e585a57d5405902b32a722f91a2073971cd5,0c7a2a849df52033a8bc1d751b24ce21bbdc07bf,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,276,276,278b25f9f5ad9bf3c4f4c333e017f89b31d61500,src/main/java/org/apache/maven/plugins/dependency/AbstractDependencyMojo.java,unpack(Lorg/apache/maven/artifact/Artifact;Ljava/lang/String;Ljava/io/File;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;[Lorg/codehaus/plexus/components/io/filemappers/FileMapper;)V,archiverManager,fixed,276,TP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,b5b41caf15e06c3bf46cb90266307860db0dbda0,7613b52545f8b921dbb0bb7960c665d8cf7375ac,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,132,132,197fbb03c49a7f23b777670aff5561bb942f594c,src/main/java/org/apache/maven/plugins/dependency/utils/markers/DefaultFileMarkerHandler.java,setMarker()V,NO_FIELD,fixed,10,TP
DODGY_CODE,DLS_DEAD_LOCAL_STORE,3,20,maven-dependency-plugin,b308ef3f57fa21b6987b2a51ef99782fb0242f5c,c5751705d9e618971b63f0c0bcd6af84e79e6048,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,60,60,49e5bc8230e6ba4eb705512701fb4148322cf65b,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,translate(Ljava/util/Set;Lorg/apache/maven/plugin/logging/Log;)Ljava/util/Set;,NO_FIELD,fixed,32,TP
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,a59a97456dffe24c8a4b04c2a63f05736b8b504c,a59a97456dffe24c8a4b04c2a63f05736b8b504c,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/UnpackMojo.java,101,101,5bd8584406fd6de005302e7240825ee63d23efd6,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/UnpackMojo.java,NO_METHOD,markersDirectory,fixed,0,TP
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,be1de2d7315ff6ab0e068260e1ad28fbf6b444e4,71a4ff3c90a5b7727457b954616b6ebb4ab78098,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,62,62,bf456c48e21244a9c85407c13ffc042bddd02460,src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java,translate(Ljava/util/Set;Lorg/apache/maven/plugin/logging/Log;)Ljava/util/Set;,factory,fixed,6,TP
